詞目id,義項id,詞性,解說
21612,20983,,高雄(附錄－地名－舊地名)
21613,20984,,臺東縣東河(附錄－地名－舊地名)
21614,20985,,嘉義縣布袋(附錄－地名－舊地名)
21615,20986,,澎湖縣澎湖(附錄－地名－舊地名)
21616,20987,,嘉義縣民雄(附錄－地名－舊地名)
21617,20988,,彰化縣田中(附錄－地名－舊地名)
21618,20989,,臺南市善化(附錄－地名－舊地名)
21619,20990,,臺中市石岡(附錄－地名－舊地名)
21620,20991,,桃園市觀音(附錄－地名－舊地名)
21621,20992,,花蓮縣吉安(附錄－地名－舊地名)
21622,20993,,新北市鶯歌(附錄－地名－舊地名)
21623,20994,,桃園市平鎮(附錄－地名－舊地名)
21624,20995,,嘉義縣朴子(附錄－地名－舊地名)
21625,20996,,新竹(附錄－地名－舊地名)
21626,20997,,嘉義縣竹崎(附錄－地名－舊地名)
21627,20998,,宜蘭縣羅東(附錄－地名－舊地名)
21628,20999,,臺南市西港(附錄－地名－舊地名)
21629,21000,,新竹縣新埔(附錄－地名－舊地名)
21630,21001,,苗栗縣通霄(附錄－地名－舊地名)
21631,21002,,臺中市沙鹿(附錄－地名－舊地名)
21632,21003,,新北市牡丹(附錄－地名－舊地名)
21633,21004,,屏東縣牡丹(附錄－地名－舊地名)
21634,21005,,新竹縣竹北(附錄－地名－舊地名)
21635,21006,,桃園市復興(附錄－地名－舊地名)
21636,21007,,臺南市(附錄－地名－舊地名)
21637,21008,,新北市瑞芳(附錄－地名－舊地名)
21638,21009,,屏東縣來義(附錄－地名－舊地名)
21639,21010,,臺東(附錄－地名－舊地名)
21640,21011,,新北市蘆洲(附錄－地名－舊地名)
21641,21012,,新北市坪林(附錄－地名－舊地名)
21642,21013,,臺北市大稻埕(附錄－地名－舊地名)
21643,21014,,臺南市白河(附錄－地名－舊地名)
21644,21015,,臺南市官田(附錄－地名－舊地名)
21645,21016,,臺南(附錄－地名－舊地名)
21646,21017,,屏東縣林邊(附錄－地名－舊地名)
21647,21018,,南投縣竹山(附錄－地名－舊地名)
21648,21019,,臺中市東勢(附錄－地名－舊地名)
21649,21020,,雲林縣東勢(附錄－地名－舊地名)
21650,21021,,新北市板橋(附錄－地名－舊地名)
21651,21022,,花蓮縣秀林(附錄－地名－舊地名)
21652,21023,,新北市新莊(附錄－地名－舊地名)
21653,21024,,臺南市安定(附錄－地名－舊地名)
21654,21025,,南投縣鹿谷(附錄－地名－舊地名)
21655,21026,,新北市三芝(附錄－地名－舊地名)
21656,21027,,高雄市岡山(附錄－地名－舊地名)
21657,21028,,新北市金山(附錄－地名－舊地名)
21658,21029,,屏東縣里港(附錄－地名－舊地名)
21659,21030,,臺東縣關山(附錄－地名－舊地名)
21660,21031,,高雄市甲仙(附錄－地名－舊地名)
21661,21032,,臺東縣金鋒(附錄－地名－舊地名)
21662,21033,,屏東(附錄－地名－舊地名)
21663,21034,,臺中市霧峰(附錄－地名－舊地名)
21664,21035,,高雄市阿蓮(附錄－地名－舊地名)
21665,21036,,臺南市南化(附錄－地名－舊地名)
21666,21037,,嘉義縣太保(附錄－地名－舊地名)
21667,21038,,高雄市鼓山(附錄－地名－舊地名)
21668,21039,,花蓮縣新城(附錄－地名－舊地名)
21669,21040,,臺南市後壁(附錄－地名－舊地名)
21670,21041,,苗栗縣後龍(附錄－地名－舊地名)
21671,21042,,臺南市柳營(附錄－地名－舊地名)
21672,21043,,花蓮(附錄－地名－舊地名)
21673,21044,,屏東縣麟洛(附錄－地名－舊地名)
21674,21045,,高雄市岡山(附錄－地名－舊地名)
21675,21046,,新竹縣竹北(附錄－地名－舊地名)
21676,21047,,新竹縣新豐(附錄－地名－舊地名)
21677,21048,,臺南市歸仁(附錄－地名－舊地名)
21678,21049,,臺東縣蘭嶼(附錄－地名－舊地名)
21679,21050,,高雄市苓雅寮(附錄－地名－舊地名)
21680,21051,,臺南市楠西(附錄－地名－舊地名)
21681,21052,,高雄市茄萣(附錄－地名－舊地名)
21682,21053,,彰化縣花壇(附錄－地名－舊地名)
21683,21054,,屏東縣佳冬(附錄－地名－舊地名)
21684,21055,,新北市樹林(附錄－地名－舊地名)
21685,21056,,雲林縣褒忠(附錄－地名－舊地名)
21686,21057,,臺南市永康(附錄－地名－舊地名)
21687,21058,,桃園市內壢(附錄－地名－舊地名)
21688,21059,,桃園(附錄－地名－舊地名)
21689,21060,,屏東縣車城(附錄－地名－舊地名)
21690,21061,,雲林縣臺西(附錄－地名－舊地名)
21691,21062,,臺南市下營(附錄－地名－舊地名)
21692,21063,,雲林縣北港(附錄－地名－舊地名)
21693,21064,,臺中市神岡(附錄－地名－舊地名)
21694,21065,,新竹縣寶山(附錄－地名－舊地名)
21695,21066,,彰化縣秀水(附錄－地名－舊地名)
21696,21067,,臺中市清水(附錄－地名－舊地名)
21697,21068,,南投縣草屯(附錄－地名－舊地名)
21698,21069,,屏東縣滿州(附錄－地名－舊地名)
21699,21070,,花蓮縣光復(附錄－地名－舊地名)
21700,21071,,花蓮縣鳳林(附錄－地名－舊地名)
21701,21072,,屏東縣高樹(附錄－地名－舊地名)
21702,21073,,花蓮縣卓溪(附錄－地名－舊地名)
21703,21074,,臺北市石牌(附錄－地名－舊地名)
21704,21075,,南投縣國姓(附錄－地名－舊地名)
21705,21076,,臺南市將軍(附錄－地名－舊地名)
21706,21077,,屏東縣枋山(附錄－地名－舊地名)
21707,21078,,雲林縣古坑(附錄－地名－舊地名)
21708,21079,,嘉義縣梅山(附錄－地名－舊地名)
21709,21080,,臺中市南屯(附錄－地名－舊地名)
21710,21081,,雲林縣北港(附錄－地名－舊地名)
21711,21082,,嘉義縣鹿草(附錄－地名－舊地名)
21712,21083,,彰化縣鹿港(附錄－地名－舊地名)
21713,21084,,臺北市松山(附錄－地名－舊地名)
21714,21085,,高雄市蔦松(附錄－地名－舊地名)
21715,21086,,臺東縣成功(附錄－地名－舊地名)
21716,21087,,嘉義縣竹崎鄉鹿滿(附錄－地名－舊地名)
21717,21088,,嘉義縣新港(附錄－地名－舊地名)
21718,21089,,臺東縣鹿野(附錄－地名－舊地名)
21719,21090,,臺北市景美(附錄－地名－舊地名)
21720,21091,,高雄市甲仙(附錄－地名－舊地名)
21721,21092,,彰化縣和美(附錄－地名－舊地名)
21722,21093,,高雄市湖內(附錄－地名－舊地名)
21723,21094,,新北市石門(附錄－地名－舊地名)
21724,21095,,苗栗縣頭屋(附錄－地名－舊地名)
21725,21096,,高雄市燕巢(附錄－地名－舊地名)
21726,21097,,南投縣名間(附錄－地名－舊地名)
21727,21098,,新北市江子翠(附錄－地名－舊地名)
21728,21099,,嘉義縣東石(附錄－地名－舊地名)
21729,21100,,臺南市隆田(附錄－地名－舊地名)
21730,21101,,彰化縣芳苑(附錄－地名－舊地名)
21731,21102,,彰化縣芳苑(附錄－地名－舊地名)
21732,21103,,嘉義縣番路(附錄－地名－舊地名)
21733,21104,,雲林縣莿桐(附錄－地名－舊地名)
21734,21105,,宜蘭(附錄－地名－舊地名)
21735,21106,,雲林縣口湖(附錄－地名－舊地名)
21736,21107,,臺南市玉井(附錄－地名－舊地名)
21737,21108,,臺北市圓山(附錄－地名－舊地名)
21738,21109,,臺南市仁德(附錄－地名－舊地名)
21739,21110,,澎湖縣馬公(附錄－地名－舊地名)
21740,21111,,新北市土城(附錄－地名－舊地名)
21741,21112,,雲林縣斗南(附錄－地名－舊地名)
21742,21113,,桃園市新屋(附錄－地名－舊地名)
21743,21114,,高雄市永安(附錄－地名－舊地名)
21744,21115,,屏東縣新埤(附錄－地名－舊地名)
21745,21116,,彰化縣伸港(附錄－地名－舊地名)
21746,21117,,臺南市新市(附錄－地名－舊地名)
21748,21119,,臺東縣成功(附錄－地名－舊地名)
21749,21120,,高雄市楠梓(附錄－地名－舊地名)
21750,21121,,桃園市楊梅(附錄－地名－舊地名)
21751,21122,,屏東縣南州(附錄－地名－舊地名)
21752,21123,,屏東縣恆春(附錄－地名－舊地名)
21753,21124,,苗栗縣卓蘭(附錄－地名－舊地名)
21754,21125,,花蓮縣萬榮(附錄－地名－舊地名)
21755,21126,,臺中市豐原(附錄－地名－舊地名)
21756,21127,,屏東縣崁頂(附錄－地名－舊地名)
21757,21128,,苗栗縣公館(附錄－地名－舊地名)
21758,21129,,高雄市旗津(附錄－地名－舊地名)
21759,21130,,新北市貢寮(附錄－地名－舊地名)
21760,21131,,新北市淡水(附錄－地名－舊地名)
21761,21132,,新北市中和(附錄－地名－舊地名)
21762,21133,,新北市萬里(附錄－地名－舊地名)
21763,21134,,澎湖縣望安(附錄－地名－舊地名)
21764,21135,,臺北市萬華(附錄－地名－舊地名)
21765,21136,,苗栗縣銅鑼(附錄－地名－舊地名)
21766,21137,,臺中市潭子(附錄－地名－舊地名)
21767,21138,,桃園市中壢(附錄－地名－舊地名)
21768,21139,,嘉義(附錄－地名－舊地名)
21769,21140,,宜蘭(附錄－地名－舊地名)
21770,21141,,高雄市橋頭(附錄－地名－舊地名)
21771,21142,,新竹縣竹東(附錄－地名－舊地名)
21772,21143,,新北市林口(附錄－地名－舊地名)
21773,21144,,花蓮縣玉里(附錄－地名－舊地名)
21774,21145,,屏東縣萬丹(附錄－地名－舊地名)
21775,21146,,高雄市旗山(附錄－地名－舊地名)
21776,21147,,臺南市佳里(附錄－地名－舊地名)
21777,21148,,花蓮縣豐濱(附錄－地名－舊地名)
21778,21149,,苗栗(附錄－地名－舊地名)
21779,21150,,臺北市松山(附錄－地名－舊地名)
21780,21151,,宜蘭縣頭城(附錄－地名－舊地名)
21781,21152,,臺中市龍井(附錄－地名－舊地名)
21782,21153,,桃園市龜山(附錄－地名－舊地名)
21783,21154,,高雄市彌陀(附錄－地名－舊地名)
21784,21155,,高雄市美濃(附錄－地名－舊地名)
21785,21156,,雲林縣西螺(附錄－地名－舊地名)
21786,21157,,臺中市大安(附錄－地名－舊地名)
21787,21158,,彰化縣芬園(附錄－地名－舊地名)
21788,21159,,嘉義縣溪口(附錄－地名－舊地名)
21789,21160,,基隆(附錄－地名－舊地名)
21790,21161,,花蓮縣壽豐(附錄－地名－舊地名)
21791,21162,,高雄市內門(附錄－地名－舊地名)
21792,21163,,臺南市關廟(附錄－地名－舊地名)
21793,21164,,彰化縣永靖(附錄－地名－舊地名)
21794,21165,,彰化縣北斗(附錄－地名－舊地名)
21795,21166,,臺東(附錄－地名－舊地名)
21796,21167,,桃園市蘆竹(附錄－地名－舊地名)
21797,21168,,屏東縣鹽埔(附錄－地名－舊地名)
21798,21169,,新竹縣關西(附錄－地名－舊地名)
21799,21170,,新北市鶯歌(附錄－地名－舊地名)
21800,21171,,桃園市龍潭(附錄－地名－舊地名)
21801,21172,,新北市蘆洲(附錄－地名－舊地名)
21802,21173,,高雄市鹽埕(附錄－地名－舊地名)
21803,21174,,臺南市善化(附錄－地名－舊地名)
21804,21175,,屏東縣萬巒(附錄－地名－舊地名)
21805,21176,,附錄－百家姓
21806,21177,,附錄－百家姓
21807,21178,,附錄－百家姓
21808,21179,,附錄－百家姓
21809,21180,,附錄－百家姓
21810,21181,,附錄－百家姓
21811,21182,,附錄－百家姓
21812,21183,,附錄－百家姓
21813,21184,,附錄－百家姓
21814,21185,,附錄－百家姓
21815,21186,,附錄－百家姓
21816,21187,,附錄－百家姓
21817,21188,,附錄－百家姓
21818,21189,,附錄－百家姓
21819,21190,,附錄－百家姓
21820,21191,,附錄－百家姓
21821,21192,,附錄－百家姓
21822,21193,,附錄－百家姓
21823,21194,,附錄－百家姓
21824,21195,,附錄－百家姓
21825,21196,,附錄－百家姓
21826,21197,,附錄－百家姓
21827,21198,,附錄－百家姓
21828,21199,,附錄－百家姓
21829,21200,,附錄－百家姓
21830,21201,,附錄－百家姓
21831,21202,,附錄－百家姓
21832,21203,,附錄－百家姓
21833,21204,,附錄－百家姓
21834,21205,,附錄－百家姓
21835,21206,,附錄－百家姓
21836,21207,,附錄－百家姓
21837,21208,,附錄－百家姓
21838,21209,,附錄－百家姓
21839,21210,,附錄－百家姓
21840,21211,,附錄－百家姓
21841,21212,,附錄－百家姓
21842,21213,,附錄－百家姓
21843,21214,,附錄－百家姓
21844,21215,,附錄－百家姓
21845,21216,,附錄－百家姓
21846,21217,,附錄－百家姓
21847,21218,,附錄－百家姓
21848,21219,,附錄－百家姓
21849,21220,,附錄－百家姓
21850,21221,,附錄－百家姓
21851,21222,,附錄－百家姓
21852,21223,,附錄－百家姓
21853,21224,,附錄－百家姓
21854,21225,,附錄－百家姓
21855,21226,,附錄－百家姓
21856,21227,,附錄－百家姓
21857,21228,,附錄－百家姓
21858,21229,,附錄－百家姓
21859,21230,,附錄－百家姓
21860,21231,,附錄－百家姓
21861,21232,,附錄－百家姓
21862,21233,,附錄－百家姓
21863,21234,,附錄－百家姓
21864,21235,,附錄－百家姓
21865,21236,,附錄－百家姓
21866,21237,,附錄－百家姓
21867,21238,,附錄－百家姓
21868,21239,,附錄－百家姓
21869,21240,,附錄－百家姓
21870,21241,,附錄－百家姓
21871,21242,,附錄－百家姓
21872,21243,,附錄－百家姓
21873,21244,,附錄－百家姓
21874,21245,,附錄－百家姓
21875,21246,,附錄－百家姓
21876,21247,,附錄－百家姓
21877,21248,,附錄－百家姓
21878,21249,,附錄－百家姓
21879,21250,,附錄－百家姓
21880,21251,,附錄－百家姓
21881,21252,,附錄－百家姓
21882,21253,,附錄－百家姓
21883,21254,,附錄－百家姓
21884,21255,,附錄－百家姓
21885,21256,,附錄－百家姓
21886,21257,,附錄－百家姓
21887,21258,,附錄－百家姓
21888,21259,,附錄－百家姓
21889,21260,,附錄－百家姓
21890,21261,,附錄－百家姓
21891,21262,,附錄－百家姓
21892,21263,,附錄－百家姓
21893,21264,,附錄－百家姓
21894,21265,,附錄－百家姓
21895,21266,,附錄－百家姓
21896,21267,,附錄－百家姓
21897,21268,,附錄－百家姓
21898,21269,,附錄－百家姓
21899,21270,,附錄－百家姓
21900,21271,,附錄－百家姓
21901,21272,,附錄－百家姓
21902,21273,,附錄－百家姓
21903,21274,,附錄－百家姓
21904,21275,,附錄－百家姓
21905,21276,,附錄－百家姓
21906,21277,,附錄－百家姓
21907,21278,,附錄－百家姓
21908,21279,,附錄－百家姓
21909,21280,,附錄－百家姓
21910,21281,,附錄－百家姓
21911,21282,,附錄－百家姓
21912,21283,,附錄－百家姓
21913,21284,,附錄－百家姓
21914,21285,,附錄－百家姓
21915,21286,,附錄－百家姓
21916,21287,,附錄－百家姓
21917,21288,,附錄－百家姓
21918,21289,,附錄－百家姓
21919,21290,,附錄－百家姓
21920,21291,,附錄－百家姓
21921,21292,,附錄－百家姓
21922,21293,,附錄－百家姓
21923,21294,,附錄－百家姓
21924,21295,,附錄－百家姓
21925,21296,,附錄－百家姓
21926,21297,,附錄－百家姓
21927,21298,,附錄－百家姓
21928,21299,,附錄－百家姓
21929,21300,,附錄－百家姓
21930,21301,,附錄－百家姓
21931,21302,,附錄－百家姓
21932,21303,,附錄－百家姓
21933,21304,,附錄－百家姓
21934,21305,,附錄－百家姓
21935,21306,,附錄－百家姓
21936,21307,,附錄－百家姓
21937,21308,,附錄－百家姓
21938,21309,,附錄－百家姓
21939,21310,,附錄－百家姓
21940,21311,,附錄－百家姓
21941,21312,,附錄－百家姓
21942,21313,,附錄－百家姓
21943,21314,,附錄－百家姓
21944,21315,,附錄－百家姓
21945,21316,,附錄－百家姓
21946,21317,,附錄－百家姓
